image_path,label,subject_id
data/processed/nitk/right_565__.jpg,right,nitk
data/processed/nitk/right_346_3_.jpg,right,nitk
data/processed/nitk/right_417_3_.jpg,right,nitk
data/processed/nitk/right_790a.jpg,right,nitk
data/processed/nitk/right_314_1_.jpg,right,nitk
data/processed/nitk/right_612.jpg,right,nitk
data/processed/nitk/right_310__.jpg,right,nitk
data/processed/nitk/right_404_7_.jpg,right,nitk
data/processed/nitk/right_855a (2).jpg,right,nitk
data/processed/nitk/right_854a (2).jpg,right,nitk
data/processed/nitk/right_369_1_.jpg,right,nitk
data/processed/nitk/right_1033a.jpg,right,nitk
data/processed/nitk/right_269_1_.jpg,right,nitk
data/processed/nitk/right_147_.jpg,right,nitk
data/processed/nitk/right_567o.jpg,right,nitk
data/processed/nitk/right_360_2_.jpg,right,nitk
data/processed/nitk/right_143a.jpg,right,nitk
data/processed/nitk/right_328_7_.jpg,right,nitk
data/processed/nitk/right_840a.jpg,right,nitk
data/processed/nitk/right_470_4_.jpg,right,nitk
data/processed/nitk/right_904a.jpg,right,nitk
data/processed/nitk/right_566o.jpg,right,nitk
data/processed/nitk/right_431_3_.jpg,right,nitk
data/processed/nitk/right_289__ (2).jpg,right,nitk
data/processed/nitk/right_142a.jpg,right,nitk
data/processed/nitk/right_423o.jpg,right,nitk
data/processed/nitk/right_373_7_.jpg,right,nitk
data/processed/nitk/right_422_7_.jpg,right,nitk
data/processed/nitk/right_937a (2).jpg,right,nitk
data/processed/nitk/right_271__.jpg,right,nitk
data/processed/nitk/right_346_2_.jpg,right,nitk
data/processed/nitk/right_791a.jpg,right,nitk
data/processed/nitk/right_936a (2).jpg,right,nitk
data/processed/nitk/right_246_2_.jpg,right,nitk
data/processed/nitk/right_456_4_.jpg,right,nitk
data/processed/nitk/right_111_.jpg,right,nitk
data/processed/nitk/right_161o.jpg,right,nitk
data/processed/nitk/right_435_4_.jpg,right,nitk
data/processed/nitk/right_953a.jpg,right,nitk
data/processed/nitk/right_325_2_.jpg,right,nitk
data/processed/nitk/right_816a.jpg,right,nitk
data/processed/nitk/right_115a.jpg,right,nitk
data/processed/nitk/right_image_13.jpg,right,nitk
data/processed/nitk/right_396a.jpg,right,nitk
data/processed/nitk/right_668_.jpg,right,nitk
data/processed/nitk/right_379a.jpg,right,nitk
data/processed/nitk/right_248o.jpg,right,nitk
data/processed/nitk/right_428.jpg,right,nitk
data/processed/nitk/right_351_1_.jpg,right,nitk
data/processed/nitk/right_303_3_.jpg,right,nitk
data/processed/nitk/right_258_2_.jpg,right,nitk
data/processed/nitk/right_320_1_.jpg,right,nitk
data/processed/nitk/right_423_3_.jpg,right,nitk
data/processed/nitk/right_945a.jpg,right,nitk
data/processed/nitk/right_372_3_.jpg,right,nitk
data/processed/nitk/right_1073a.jpg,right,nitk
data/processed/nitk/right_177o.jpg,right,nitk
data/processed/nitk/right_527o.jpg,right,nitk
data/processed/nitk/right_462o.jpg,right,nitk
data/processed/nitk/right_361_7_.jpg,right,nitk
data/processed/nitk/right_198o.jpg,right,nitk
data/processed/nitk/right_800a.jpg,right,nitk
data/processed/nitk/right_439_4_.jpg,right,nitk
data/processed/nitk/right_368_4_.jpg,right,nitk
data/processed/nitk/right_380a.jpg,right,nitk
data/processed/nitk/right_354_2_.jpg,right,nitk
data/processed/nitk/right_314__.jpg,right,nitk
data/processed/nitk/right_441a.jpg,right,nitk
data/processed/nitk/right_427_4_.jpg,right,nitk
data/processed/nitk/right_857a.jpg,right,nitk
data/processed/nitk/right_876a (2).jpg,right,nitk
data/processed/nitk/right_435o.jpg,right,nitk
data/processed/nitk/right_877a (2).jpg,right,nitk
data/processed/nitk/right_154a.jpg,right,nitk
data/processed/nitk/right_302_7_.jpg,right,nitk
data/processed/nitk/right_209o.jpg,right,nitk
data/processed/nitk/right_338a.jpg,right,nitk
data/processed/nitk/right_629_.jpg,right,nitk
data/processed/nitk/right_768a.jpg,right,nitk
data/processed/nitk/right_292a.jpg,right,nitk
data/processed/nitk/right_243_1_.jpg,right,nitk
data/processed/nitk/right_77a.jpg,right,nitk
data/processed/nitk/right_357_7_.jpg,right,nitk
data/processed/nitk/right_506_7_.jpg,right,nitk
data/processed/nitk/right_909a (2).jpg,right,nitk
data/processed/nitk/right_344_3_.jpg,right,nitk
data/processed/nitk/right_415_3_.jpg,right,nitk
data/processed/nitk/right_447_1_.jpg,right,nitk
data/processed/nitk/right_652_.jpg,right,nitk
data/processed/nitk/right_323_4_.jpg,right,nitk
data/processed/nitk/right_893a (2).jpg,right,nitk
data/processed/nitk/right_362_2_.jpg,right,nitk
data/processed/nitk/right_178a.jpg,right,nitk
data/processed/nitk/right_301_2_.jpg,right,nitk
data/processed/nitk/right_295__.jpg,right,nitk
data/processed/nitk/right_418_7_.jpg,right,nitk
data/processed/nitk/right_197a.jpg,right,nitk
data/processed/nitk/right_518_7_.jpg,right,nitk
data/processed/nitk/right_340_4_.jpg,right,nitk
data/processed/nitk/right_275_1_.jpg,right,nitk
data/processed/nitk/right_225o.jpg,right,nitk
data/processed/nitk/right_334_7_.jpg,right,nitk
data/processed/nitk/right_514_7_.jpg,right,nitk
data/processed/nitk/right_429.jpg,right,nitk
data/processed/nitk/right_578__.jpg,right,nitk
data/processed/nitk/right_414_7_.jpg,right,nitk
data/processed/nitk/right_255__.jpg,right,nitk
data/processed/nitk/right_356_3_.jpg,right,nitk
data/processed/nitk/right_882a.jpg,right,nitk
data/processed/nitk/right_415.jpg,right,nitk
data/processed/nitk/right_455_1_.jpg,right,nitk
data/processed/nitk/right_928a.jpg,right,nitk
data/processed/nitk/right_image_12.jpg,right,nitk
data/processed/nitk/right_569_7_.jpg,right,nitk
data/processed/nitk/right_752a.jpg,right,nitk
data/processed/nitk/right_940a (2).jpg,right,nitk
data/processed/nitk/right_399o.jpg,right,nitk
data/processed/nitk/right_331_4_.jpg,right,nitk
data/processed/nitk/right_941a (2).jpg,right,nitk
data/processed/nitk/right_338_7_.jpg,right,nitk
data/processed/nitk/right_279_1_.jpg,right,nitk
data/processed/nitk/right_370_2_.jpg,right,nitk
data/processed/nitk/right_428_1_.jpg,right,nitk
data/processed/nitk/right_247a.jpg,right,nitk
data/processed/nitk/right_139a.jpg,right,nitk
data/processed/nitk/right_458o.jpg,right,nitk
data/processed/nitk/right_419_3_.jpg,right,nitk
data/processed/nitk/right_990a.jpg,right,nitk
data/processed/nitk/right_352_4_.jpg,right,nitk
data/processed/nitk/right_617.jpg,right,nitk
data/processed/nitk/right_267_1_.jpg,right,nitk
data/processed/nitk/right_335_3_.jpg,right,nitk
data/processed/nitk/right_264o.jpg,right,nitk
data/processed/nitk/right_367_1_.jpg,right,nitk
data/processed/nitk/right_436_1_.jpg,right,nitk
data/processed/nitk/right_355a.jpg,right,nitk
data/processed/nitk/right_321o.jpg,right,nitk
data/processed/nitk/right_701_.jpg,right,nitk
data/processed/nitk/right_326_7_.jpg,right,nitk
data/processed/nitk/right_267a.jpg,right,nitk
data/processed/nitk/right_633_.jpg,right,nitk
data/processed/nitk/right_288a.jpg,right,nitk
data/processed/nitk/right_615.jpg,right,nitk
data/processed/nitk/right_908a.jpg,right,nitk
data/processed/nitk/right_284__ (2).jpg,right,nitk
data/processed/nitk/right_16a.jpg,right,nitk
data/processed/nitk/right_385_4_.jpg,right,nitk
data/processed/nitk/right_629.jpg,right,nitk
data/processed/nitk/right_585o.jpg,right,nitk
data/processed/nitk/right_301o.jpg,right,nitk
data/processed/nitk/right_image_38.jpg,right,nitk
data/processed/nitk/right_image_10.jpg,right,nitk
data/processed/nitk/right_244o.jpg,right,nitk
data/processed/nitk/right_664_.jpg,right,nitk
data/processed/nitk/right_497o.jpg,right,nitk
data/processed/nitk/right_119a.jpg,right,nitk
data/processed/nitk/right_478o.jpg,right,nitk
data/processed/nitk/right_182o.jpg,right,nitk
data/processed/nitk/right_226a.jpg,right,nitk
data/processed/nitk/right_317o.jpg,right,nitk
data/processed/nitk/right_363a.jpg,right,nitk
data/processed/nitk/right_194o.jpg,right,nitk
data/processed/nitk/right_340o.jpg,right,nitk
data/processed/nitk/right_502__.jpg,right,nitk
data/processed/nitk/right_764a.jpg,right,nitk
data/processed/nitk/right_334a.jpg,right,nitk
data/processed/nitk/right_205o.jpg,right,nitk
data/processed/nitk/right_289_4_.jpg,right,nitk
data/processed/nitk/right_1028a.jpg,right,nitk
data/processed/nitk/right_389_4_.jpg,right,nitk
data/processed/nitk/right_158a.jpg,right,nitk
data/processed/nitk/right_393_3_.jpg,right,nitk
data/processed/nitk/right_293_3_.jpg,right,nitk
data/processed/nitk/right_484_7_.jpg,right,nitk
data/processed/nitk/right_291o.jpg,right,nitk
data/processed/nitk/right_316__.jpg,right,nitk
data/processed/nitk/right_442o.jpg,right,nitk
data/processed/nitk/right_820a.jpg,right,nitk
data/processed/nitk/right_1053a.jpg,right,nitk
data/processed/nitk/right_507o.jpg,right,nitk
data/processed/nitk/right_229o.jpg,right,nitk
data/processed/nitk/right_318a.jpg,right,nitk
data/processed/nitk/right_283_2_.jpg,right,nitk
data/processed/nitk/right_383o.jpg,right,nitk
data/processed/nitk/right_383_2_.jpg,right,nitk
data/processed/nitk/right_278__ (2).jpg,right,nitk
data/processed/nitk/right_563__.jpg,right,nitk
data/processed/nitk/right_174a.jpg,right,nitk
data/processed/nitk/right_898a.jpg,right,nitk
data/processed/nitk/right_395o.jpg,right,nitk
data/processed/nitk/right_496_7_.jpg,right,nitk
data/processed/nitk/right_273__.jpg,right,nitk
data/processed/nitk/right_286_1_.jpg,right,nitk
data/processed/nitk/right_416.jpg,right,nitk
data/processed/nitk/right_386_1_.jpg,right,nitk
data/processed/nitk/right_403o.jpg,right,nitk
data/processed/nitk/right_861a.jpg,right,nitk
data/processed/nitk/right_924a.jpg,right,nitk
data/processed/nitk/right_image_39.jpg,right,nitk
data/processed/nitk/right_546o.jpg,right,nitk
data/processed/nitk/right_166_.jpg,right,nitk
data/processed/nitk/right_359a.jpg,right,nitk
data/processed/nitk/right_298_1_.jpg,right,nitk
data/processed/nitk/right_481_4_.jpg,right,nitk
data/processed/nitk/right_287o.jpg,right,nitk
data/processed/nitk/right_488_7_.jpg,right,nitk
data/processed/nitk/right_836a.jpg,right,nitk
data/processed/nitk/right_454o.jpg,right,nitk
data/processed/nitk/right_511o.jpg,right,nitk
data/processed/nitk/right_420a.jpg,right,nitk
data/processed/nitk/right_1045a.jpg,right,nitk
data/processed/nitk/right_643_.jpg,right,nitk
data/processed/nitk/right_263o.jpg,right,nitk
data/processed/nitk/right_464_4_.jpg,right,nitk
data/processed/nitk/right_374_2_.jpg,right,nitk
data/processed/nitk/right_274_2_.jpg,right,nitk
data/processed/nitk/right_326o.jpg,right,nitk
data/processed/nitk/right_510_7_.jpg,right,nitk
data/processed/nitk/right_348_4_.jpg,right,nitk
data/processed/nitk/right_341_7_.jpg,right,nitk
data/processed/nitk/right_410_7_.jpg,right,nitk
data/processed/nitk/right_309_2_.jpg,right,nitk
data/processed/nitk/right_209_2_.jpg,right,nitk
data/processed/nitk/right_234o.jpg,right,nitk
data/processed/nitk/right_331_3_.jpg,right,nitk
data/processed/nitk/right_432_1_.jpg,right,nitk
data/processed/nitk/right_240a.jpg,right,nitk
data/processed/nitk/right_371o.jpg,right,nitk
data/processed/nitk/right_573_7_.jpg,right,nitk
data/processed/nitk/right_473_7_.jpg,right,nitk
data/processed/nitk/right_930a (2).jpg,right,nitk
data/processed/nitk/right_169a.jpg,right,nitk
data/processed/nitk/right_931a (2).jpg,right,nitk
data/processed/nitk/right_image_89.jpg,right,nitk
data/processed/nitk/right_356_4_.jpg,right,nitk
data/processed/nitk/right_407_4_.jpg,right,nitk
data/processed/nitk/right_1019a.jpg,right,nitk
data/processed/nitk/right_388o.jpg,right,nitk
data/processed/nitk/right_313a.jpg,right,nitk
data/processed/nitk/right_288.jpg,right,nitk
data/processed/nitk/right_327_4_.jpg,right,nitk
data/processed/nitk/right_353_7_.jpg,right,nitk
data/processed/nitk/right_502_7_.jpg,right,nitk
data/processed/nitk/right_277.jpg,right,nitk
data/processed/nitk/right_190a.jpg,right,nitk
data/processed/nitk/right_443_1_.jpg,right,nitk
data/processed/nitk/right_263.jpg,right,nitk
data/processed/nitk/right_893a.jpg,right,nitk
data/processed/nitk/right_278_2_.jpg,right,nitk
data/processed/nitk/right_323_3_.jpg,right,nitk
data/processed/nitk/right_420_1_.jpg,right,nitk
data/processed/nitk/right_378_2_.jpg,right,nitk
data/processed/nitk/right_275o.jpg,right,nitk
data/processed/nitk/right_344a.jpg,right,nitk
data/processed/nitk/right_655_.jpg,right,nitk
data/processed/nitk/right_505__.jpg,right,nitk
data/processed/nitk/right_201a.jpg,right,nitk
data/processed/nitk/right_330_7_.jpg,right,nitk
data/processed/nitk/right_468_4_.jpg,right,nitk
data/processed/nitk/right_128a.jpg,right,nitk
data/processed/nitk/right_290__.jpg,right,nitk
data/processed/nitk/right_70a.jpg,right,nitk
data/processed/nitk/right_344_4_.jpg,right,nitk
data/processed/nitk/right_408_1_.jpg,right,nitk
data/processed/nitk/right_780a.jpg,right,nitk
data/processed/nitk/right_350_2_.jpg,right,nitk
data/processed/nitk/right_318_7_.jpg,right,nitk
data/processed/nitk/right_295a.jpg,right,nitk
data/processed/nitk/right_440_4_.jpg,right,nitk
data/processed/nitk/right_427_3_.jpg,right,nitk
data/processed/nitk/right_577o.jpg,right,nitk
data/processed/nitk/right_157_.jpg,right,nitk
data/processed/nitk/right_446a.jpg,right,nitk
data/processed/nitk/right_921.jpg,right,nitk
data/processed/nitk/right_365_7_.jpg,right,nitk
data/processed/nitk/right_153a.jpg,right,nitk
data/processed/nitk/right_306_7_.jpg,right,nitk
data/processed/nitk/right_262.jpg,right,nitk
data/processed/nitk/right_387a.jpg,right,nitk
data/processed/nitk/right_276.jpg,right,nitk
data/processed/nitk/right_416_1_.jpg,right,nitk
data/processed/nitk/right_368a.jpg,right,nitk
data/processed/nitk/right_347_1_.jpg,right,nitk
data/processed/nitk/right_247_1_.jpg,right,nitk
data/processed/nitk/right_1074a.jpg,right,nitk
data/processed/nitk/right_520o.jpg,right,nitk
data/processed/nitk/right_249__.jpg,right,nitk
data/processed/nitk/right_372_4_.jpg,right,nitk
data/processed/nitk/right_894a (2).jpg,right,nitk
data/processed/nitk/right_368_3_.jpg,right,nitk
data/processed/nitk/right_233_2_.jpg,right,nitk
data/processed/nitk/right_564__.jpg,right,nitk
data/processed/nitk/right_104a.jpg,right,nitk
data/processed/nitk/right_521__.jpg,right,nitk
data/processed/nitk/right_333_2_.jpg,right,nitk
data/processed/nitk/right_342_2_.jpg,right,nitk
data/processed/nitk/right_680_.jpg,right,nitk
data/processed/nitk/right_image_88.jpg,right,nitk
data/processed/nitk/right_242_2_.jpg,right,nitk
data/processed/nitk/right_319_3_.jpg,right,nitk
data/processed/nitk/right_954a.jpg,right,nitk
data/processed/nitk/right_536o.jpg,right,nitk
data/processed/nitk/right_336_1_.jpg,right,nitk
data/processed/nitk/right_364_3_.jpg,right,nitk
data/processed/nitk/right_473o.jpg,right,nitk
data/processed/nitk/right_112a.jpg,right,nitk
data/processed/nitk/right_377_7_.jpg,right,nitk
data/processed/nitk/right_811a.jpg,right,nitk
data/processed/nitk/right_289__.jpg,right,nitk
data/processed/nitk/right_796a.jpg,right,nitk
data/processed/nitk/right_779a.jpg,right,nitk
data/processed/nitk/right_255_1_.jpg,right,nitk
data/processed/nitk/right_218o.jpg,right,nitk
data/processed/nitk/right_329a.jpg,right,nitk
data/processed/nitk/right_355_1_.jpg,right,nitk
data/processed/nitk/right_431_4_.jpg,right,nitk
data/processed/nitk/right_561o.jpg,right,nitk
data/processed/nitk/right_369_7_.jpg,right,nitk
data/processed/nitk/right_321_2_.jpg,right,nitk
data/processed/nitk/right_846a.jpg,right,nitk
data/processed/nitk/right_228_1_.jpg,right,nitk
data/processed/nitk/right_328_1_.jpg,right,nitk
data/processed/nitk/right_831a.jpg,right,nitk
data/processed/nitk/right_1a.jpg,right,nitk
data/processed/nitk/right_974a.jpg,right,nitk
data/processed/nitk/right_136_.jpg,right,nitk
data/processed/nitk/right_516o.jpg,right,nitk
data/processed/nitk/right_146o.jpg,right,nitk
data/processed/nitk/right_276__.jpg,right,nitk
data/processed/nitk/right_280o.jpg,right,nitk
data/processed/nitk/right_664.jpg,right,nitk
data/processed/nitk/right_382_1_.jpg,right,nitk
data/processed/nitk/right_165a.jpg,right,nitk
data/processed/nitk/right_295_2_.jpg,right,nitk
data/processed/nitk/right_485_4_.jpg,right,nitk
data/processed/nitk/right_412o.jpg,right,nitk
data/processed/nitk/right_173a.jpg,right,nitk
data/processed/nitk/right_557o.jpg,right,nitk
data/processed/nitk/right_759_3_.jpg,right,nitk
data/processed/nitk/right_248.jpg,right,nitk
data/processed/nitk/right_489_4_.jpg,right,nitk
data/processed/nitk/right_299_2_.jpg,right,nitk
data/processed/nitk/right_313__.jpg,right,nitk
data/processed/nitk/right_274.jpg,right,nitk
data/processed/nitk/right_399_2_.jpg,right,nitk
data/processed/nitk/right_827a.jpg,right,nitk
data/processed/nitk/right_97_.jpg,right,nitk
data/processed/nitk/right_150o.jpg,right,nitk
data/processed/nitk/right_1054a.jpg,right,nitk
data/processed/nitk/right_279o.jpg,right,nitk
data/processed/nitk/right_389_3_.jpg,right,nitk
data/processed/nitk/right_919a.jpg,right,nitk
data/processed/nitk/right_289_3_.jpg,right,nitk
data/processed/nitk/right_293_4_.jpg,right,nitk
data/processed/nitk/right_347o.jpg,right,nitk
data/processed/nitk/right_276a.jpg,right,nitk
data/processed/nitk/right_202o.jpg,right,nitk
data/processed/nitk/right_922.jpg,right,nitk
data/processed/nitk/right_845a (2).jpg,right,nitk
data/processed/nitk/right_384_7_.jpg,right,nitk
data/processed/nitk/right_486o.jpg,right,nitk
data/processed/nitk/right_261.jpg,right,nitk
data/processed/nitk/right_397_3_.jpg,right,nitk
data/processed/nitk/right_297_3_.jpg,right,nitk
data/processed/nitk/right_221a.jpg,right,nitk
data/processed/nitk/right_542__.jpg,right,nitk
data/processed/nitk/right_255o.jpg,right,nitk
data/processed/nitk/right_364a.jpg,right,nitk
data/processed/nitk/right_381_4_.jpg,right,nitk
data/processed/nitk/right_388_7_.jpg,right,nitk
data/processed/nitk/right_185o.jpg,right,nitk
data/processed/nitk/right_237a.jpg,right,nitk
data/processed/nitk/right_306o.jpg,right,nitk
data/processed/nitk/right_663_.jpg,right,nitk
data/processed/nitk/right_372a.jpg,right,nitk
data/processed/nitk/right_243o.jpg,right,nitk
data/processed/nitk/right_image_60.jpg,right,nitk
data/processed/nitk/right_296_7_.jpg,right,nitk
data/processed/nitk/right_659.jpg,right,nitk
data/processed/nitk/right_582o.jpg,right,nitk
data/processed/nitk/right_11a.jpg,right,nitk
data/processed/nitk/right_775a.jpg,right,nitk
data/processed/nitk/right_350o.jpg,right,nitk
data/processed/nitk/right_546__.jpg,right,nitk
data/processed/nitk/right_215o.jpg,right,nitk
data/processed/nitk/right_635_.jpg,right,nitk
data/processed/nitk/right_324a.jpg,right,nitk
data/processed/nitk/right_503__.jpg,right,nitk
data/processed/nitk/right_774a.jpg,right,nitk
data/processed/nitk/right_649.jpg,right,nitk
data/processed/nitk/right_285_2_.jpg,right,nitk
data/processed/nitk/right_583o.jpg,right,nitk
data/processed/nitk/right_296__.jpg,right,nitk
data/processed/nitk/right_385_2_.jpg,right,nitk
data/processed/nitk/right_866a (2).jpg,right,nitk
